,source,target,is_a,weight
1156,Angeldelverb777,RicardoBelmontC,fan,2.0
1157,henryfedorvarga,RicardoBelmontC,fan,87.4
1158,JosephRarazOre,RicardoBelmontC,fan,37.2666666667
1159,CatGatoCat,RicardoBelmontC,fan,0.233333333333
1160,Armand0666,RicardoBelmontC,fan,5.53333333333
1161,jheny_los,RicardoBelmontC,fan,0.666666666667
1162,deserazo,RicardoBelmontC,fan,104.9
1163,edith171089,RicardoBelmontC,fan,57.7666666667
1164,Ivancit83854461,RicardoBelmontC,fan,0.5
1165,YgaldosrYliana,RicardoBelmontC,fan,49.0666666667
1166,aherediatimana,RicardoBelmontC,fan,31.2666666667
1167,ciudadruidosa,RicardoBelmontC,fan,45.8333333333
1168,JulioAgustin18,RicardoBelmontC,fan,31.4333333333
1169,alejandro19433,RicardoBelmontC,fan,33.1
1170,JosueCespedesM,RicardoBelmontC,fan,65.3
1171,PeruConU,RicardoBelmontC,fan,36.9333333333
1172,MariaR72371664,RicardoBelmontC,fan,55.0333333333
1173,Agurto1994,RicardoBelmontC,fan,23.5
1174,dmarccas,RicardoBelmontC,fan,111.433333333
1175,juliofourze,RicardoBelmontC,fan,97.8333333333
1176,josecampospare1,RicardoBelmontC,fan,21.5666666667
1177,Rafaela33099079,RicardoBelmontC,fan,3.26666666667
1178,AbelSilva1984,RicardoBelmontC,fan,29.1
1179,Fredinho70,RicardoBelmontC,fan,50.2
1180,fiore2198,RicardoBelmontC,fan,23.9333333333
1181,Sr_Barrantes,RicardoBelmontC,fan,79.9
1182,Katiiuska_,RicardoBelmontC,fan,37.4
1183,ErnedtoJ,RicardoBelmontC,fan,30.2
1184,CarmenIns2,RicardoBelmontC,fan,73.1333333333
1185,GumezM,RicardoBelmontC,fan,27.5
1186,ChinaBaires,RicardoBelmontC,fan,100.433333333
1187,HugoHuguito1104,RicardoBelmontC,fan,104.633333333
1188,flowerprince77,RicardoBelmontC,fan,38.3
1189,royangeloficial,RicardoBelmontC,fan,0.933333333333
1190,ElsaRuth,RicardoBelmontC,fan,98.7333333333
1191,SHuapalla,RicardoBelmontC,fan,49.7666666667
1192,FRANK_CALVAY,RicardoBelmontC,fan,65.3
1193,Danny38408662,RicardoBelmontC,fan,9.5
1194,trafficpoz,RicardoBelmontC,fan,101.533333333
1195,ivangrema,RicardoBelmontC,fan,69.5666666667
1196,jalbanc,RicardoBelmontC,fan,54.2333333333
1197,AepesaRicardo,RicardoBelmontC,fan,35.6666666667
1198,juan_ra2013,RicardoBelmontC,fan,66.7666666667
1199,elizabethchj,RicardoBelmontC,fan,67.7333333333
1200,GmlRenato,RicardoBelmontC,fan,34.0
1201,Andres_Fano,RicardoBelmontC,fan,30.3666666667
1202,vicrosm,RicardoBelmontC,fan,102.366666667
1203,Daniel44163526,RicardoBelmontC,fan,6.0
1204,msalazaramaro,RicardoBelmontC,fan,110.0
1205,josedelapaz,RicardoBelmontC,fan,107.3
1206,juanitaTonce,RicardoBelmontC,fan,13.0
1207,hanszegarrarami,RicardoBelmontC,fan,68.4333333333
1208,MillaUrbano,RicardoBelmontC,fan,34.4
1209,FredySag,RicardoBelmontC,fan,70.5666666667
1210,Gatoca774,RicardoBelmontC,fan,63.2333333333
1211,Mafalda_MM,RicardoBelmontC,fan,91.3
1212,VeraCritian,RicardoBelmontC,fan,44.6
1213,gonyve1821,RicardoBelmontC,fan,35.1333333333
1214,josecassinelli,RicardoBelmontC,fan,109.033333333
1215,FranklinMinayaR,RicardoBelmontC,fan,59.6333333333
1216,panchoperunacio,RicardoBelmontC,fan,96.1333333333
1217,Arturoxv,RicardoBelmontC,fan,89.4
1218,LucianaCorzoM,RicardoBelmontC,fan,69.0333333333
1219,RoldnRal,RicardoBelmontC,fan,79.6
1220,napuri81,RicardoBelmontC,fan,126.033333333
1221,SAMUELALBERTO36,RicardoBelmontC,fan,16.5666666667
1222,2835Timot,RicardoBelmontC,fan,63.9333333333
1223,monik04g,RicardoBelmontC,fan,103.633333333
1224,Hildaluque,RicardoBelmontC,fan,60.8333333333
1225,09Luceyro,RicardoBelmontC,fan,28.4666666667
1226,RenatoSilv4,RicardoBelmontC,fan,67.4666666667
1227,amaru_ii,RicardoBelmontC,fan,1.2
1228,ardovost,RicardoBelmontC,fan,111.333333333
1229,saavedrarp,RicardoBelmontC,fan,100.833333333
1230,raulkahntangoa,RicardoBelmontC,fan,84.1666666667
1231,jomonteros,RicardoBelmontC,fan,97.3333333333
1232,vrangulo,RicardoBelmontC,fan,91.1666666667
1233,katy_za1,RicardoBelmontC,fan,102.1
1234,xtopilar,RicardoBelmontC,fan,88.1
1235,luispasapera2,RicardoBelmontC,fan,67.2333333333
1236,Jesus68613198,RicardoBelmontC,fan,0.133333333333
1237,rogerkilltec50,RicardoBelmontC,fan,69.3333333333
1238,Csar_FL,RicardoBelmontC,fan,77.3333333333
1239,seminario18,RicardoBelmontC,fan,48.8666666667
1240,alfred1610,RicardoBelmontC,fan,112.933333333
1241,ELBERTH1010,RicardoBelmontC,fan,87.2666666667
1242,juancitokids,RicardoBelmontC,fan,48.9
1243,Silakvm,RicardoBelmontC,fan,101.633333333
1244,Fredy92745896,RicardoBelmontC,fan,0.3
1245,queerick,RicardoBelmontC,fan,98.0
1246,chadquibol,RicardoBelmontC,fan,0.766666666667
1247,JulioCVA2,RicardoBelmontC,fan,39.5666666667
1248,Neptali20425727,RicardoBelmontC,fan,1.63333333333
1249,camevas74,RicardoBelmontC,fan,3.83333333333
1250,liliana04347806,RicardoBelmontC,fan,58.7666666667
1251,rossymendoza77,RicardoBelmontC,fan,15.9333333333
1252,Miguelzun1973,RicardoBelmontC,fan,0.833333333333
1253,thiagoandre2506,RicardoBelmontC,fan,61.9666666667
1254,oscarangelocerr,RicardoBelmontC,fan,84.9333333333
1255,nena_sra,RicardoBelmontC,fan,3.2
1256,MULTIHISPA,RicardoBelmontC,fan,98.6666666667
1257,camelotperu,RicardoBelmontC,fan,111.366666667
1258,chinoto69,RicardoBelmontC,fan,72.7666666667
1259,Alarcon2788,RicardoBelmontC,fan,30.4333333333
1260,EPomari,RicardoBelmontC,fan,62.0
1261,MATEYLEY,RicardoBelmontC,fan,52.3333333333
1262,HuereDavid,RicardoBelmontC,fan,5.03333333333
1263,JIMMYVERA,RicardoBelmontC,fan,112.633333333
1264,ch_misael,RicardoBelmontC,fan,83.3666666667
1265,aldodeza,RicardoBelmontC,fan,65.4666666667
1266,JorgeLu41406904,RicardoBelmontC,fan,2.26666666667
1267,loqtengoqdecir,RicardoBelmontC,fan,28.1
1268,Humbertolvilcar,RicardoBelmontC,fan,27.2
1269,Alfredogilber,RicardoBelmontC,fan,11.4666666667
1270,Terrenorojovivo,RicardoBelmontC,fan,27.0666666667
1271,anabell2290,RicardoBelmontC,fan,112.5
1272,eljijipaul,RicardoBelmontC,fan,107.833333333
1273,Romi1970,RicardoBelmontC,fan,113.2
1274,cd_jimmy,RicardoBelmontC,fan,11.9
1275,SaFaRiBeLL,RicardoBelmontC,fan,63.8
1276,dadyernest,RicardoBelmontC,fan,3.53333333333
1277,SoleEstrella1,RicardoBelmontC,fan,3.6
1278,akare23,RicardoBelmontC,fan,112.966666667
1279,FloresLoyer2917,RicardoBelmontC,fan,67.3
1280,shavy_10,RicardoBelmontC,fan,89.2
1281,Noticia22191393,RicardoBelmontC,fan,2.66666666667
1282,COLECTIVODIGNID,RicardoBelmontC,fan,63.7
1283,prensaboston,RicardoBelmontC,fan,65.1333333333
1284,Ozgur71788576,RicardoBelmontC,fan,1.23333333333
1285,Katyall28,RicardoBelmontC,fan,96.0333333333
1286,Enrique67999034,RicardoBelmontC,fan,0.666666666667
1287,BookLiyi,RicardoBelmontC,fan,32.4333333333
1288,krisz_angel,RicardoBelmontC,fan,48.0333333333
1289,HaroGrethel,RicardoBelmontC,fan,73.8
1290,ADI_CONSULTORES,RicardoBelmontC,fan,97.1666666667
1291,jquesadas,RicardoBelmontC,fan,115.8
1292,brissilcm,RicardoBelmontC,fan,33.9
1293,LilianaCS06,RicardoBelmontC,fan,36.1666666667
1294,IGMIVA,RicardoBelmontC,fan,63.2666666667
1295,JorgeBe47539171,RicardoBelmontC,fan,0.3
1296,jeanhuaroc,RicardoBelmontC,fan,91.6333333333
1297,JhonyLoli,RicardoBelmontC,fan,62.0666666667
1298,raulromeroI,RicardoBelmontC,fan,94.3333333333
1299,HELENITA15,RicardoBelmontC,fan,112.866666667
1300,IvanRivas22,RicardoBelmontC,fan,1.7
1301,silvano_edwin,RicardoBelmontC,fan,13.2333333333
1302,japaredesq,RicardoBelmontC,fan,46.1666666667
1303,bluesky_rc,RicardoBelmontC,fan,74.6
1304,Jhon20673201,RicardoBelmontC,fan,5.36666666667
1305,Pandohernan1,RicardoBelmontC,fan,50.0333333333
1306,gual1999,RicardoBelmontC,fan,31.2
1307,alexpiinneyra,RicardoBelmontC,fan,84.3333333333
1308,perez_pompilla,RicardoBelmontC,fan,4.86666666667
1309,OtroEnvio,RicardoBelmontC,fan,34.2666666667
1310,AndreaCris98,RicardoBelmontC,fan,78.6333333333
1311,Enrique94597378,RicardoBelmontC,fan,1.46666666667
1312,johan_trigoso,RicardoBelmontC,fan,12.3
1313,carlosciga,RicardoBelmontC,fan,102.933333333
1314,janecita04,RicardoBelmontC,fan,90.3
1315,ColectJavierPra,RicardoBelmontC,fan,108.1
1316,sergioparro,RicardoBelmontC,fan,97.2333333333
1317,maohmai,RicardoBelmontC,fan,44.3333333333
1318,sebastianblas1,RicardoBelmontC,fan,77.7333333333
1319,henry51934089,RicardoBelmontC,fan,73.3666666667
1320,2007BritneyCult,RicardoBelmontC,fan,89.5
1321,danielaguirreg6,RicardoBelmontC,fan,28.1666666667
1322,shinitha28,RicardoBelmontC,fan,92.2333333333
1323,karyglvallejos,RicardoBelmontC,fan,67.8666666667
1324,LIBERO252010,RicardoBelmontC,fan,97.3333333333
1325,RichardSCx,RicardoBelmontC,fan,108.333333333
1326,KatherineSabri8,RicardoBelmontC,fan,3.0
1327,rplaurac1,RicardoBelmontC,fan,47.5666666667
1328,BushidoRasta,RicardoBelmontC,fan,66.2333333333
1329,MAAFITO,RicardoBelmontC,fan,90.7
1330,JuanRBQ,RicardoBelmontC,fan,111.433333333
1331,pumamertz,RicardoBelmontC,fan,92.2333333333
1332,Anyii599,RicardoBelmontC,fan,18.4
1333,crisdan_05,RicardoBelmontC,fan,10.7666666667
1334,DJHasoMetalRock,RicardoBelmontC,fan,67.1333333333
1335,adrianss1999,RicardoBelmontC,fan,46.4666666667
1336,stifler2014aj,RicardoBelmontC,fan,43.9666666667
1337,MarioCruzado,RicardoBelmontC,fan,73.2333333333
1338,ArtiagaWilder,RicardoBelmontC,fan,1.76666666667
1339,Serq_2018,RicardoBelmontC,fan,13.0333333333
1340,ambel_ana,RicardoBelmontC,fan,39.2666666667
1341,Roger3191,RicardoBelmontC,fan,94.1
1342,roberto_palomin,RicardoBelmontC,fan,54.0333333333
1343,EddieEjairh,RicardoBelmontC,fan,71.5333333333
1344,PEMIALEX,RicardoBelmontC,fan,74.8
1345,Oswarrior,RicardoBelmontC,fan,112.6
1346,CarlosH44321917,RicardoBelmontC,fan,22.0333333333
1347,Mglachs,RicardoBelmontC,fan,81.9
1348,ricardotoscan91,RicardoBelmontC,fan,54.1333333333
1349,mujerpandora,RicardoBelmontC,fan,76.1666666667
1350,TANIA06180292,RicardoBelmontC,fan,0.766666666667
1351,feito2021,RicardoBelmontC,fan,21.7
1352,hernanbacatarri,RicardoBelmontC,fan,87.9
1353,AGUILALEXx,RicardoBelmontC,fan,102.433333333
1354,n0_w3,RicardoBelmontC,fan,4.7
1355,Zndi,RicardoBelmontC,fan,114.733333333
1356,ruestas,RicardoBelmontC,fan,100.233333333
1357,ranpague,RicardoBelmontC,fan,54.3666666667
1358,SantiagoVillaf8,RicardoBelmontC,fan,55.2
1359,FrankHBarrient2,RicardoBelmontC,fan,3.1
1360,drps82,RicardoBelmontC,fan,52.4666666667
1361,GeorgeL40460990,RicardoBelmontC,fan,1.16666666667
1362,frankito22_07,RicardoBelmontC,fan,91.5666666667
1363,estadio105x68,RicardoBelmontC,fan,15.1333333333
1364,SegundoSalas10,RicardoBelmontC,fan,0.3
1365,Julieth36446254,RicardoBelmontC,fan,1.6
1366,RosarioTizon,RicardoBelmontC,fan,67.8333333333
1367,noakeikope,RicardoBelmontC,fan,82.1666666667
1368,FedMedica,RicardoBelmontC,fan,52.2666666667
1369,xXkratosXx,RicardoBelmontC,fan,90.6666666667
1370,jannet16c,RicardoBelmontC,fan,1.6
1371,yahirvera14,RicardoBelmontC,fan,0.266666666667
1372,Szkopiec,RicardoBelmontC,fan,90.2666666667
1373,Francodirecto37,RicardoBelmontC,fan,70.5666666667
1374,al3ksys,RicardoBelmontC,fan,112.966666667
1375,rjmaquerap,RicardoBelmontC,fan,82.5333333333
1376,josuedelacruz23,RicardoBelmontC,fan,57.2666666667
1377,patrickcj2011,RicardoBelmontC,fan,95.4666666667
1378,FidelVillalvaH,RicardoBelmontC,fan,90.3333333333
1379,carinamln305,RicardoBelmontC,fan,48.9333333333
1380,moreyalcalde,RicardoBelmontC,fan,114.333333333
1381,eliana_delpilar,RicardoBelmontC,fan,41.2333333333
1382,robertotucto,RicardoBelmontC,fan,128.066666667
1383,MoisesTarazona,RicardoBelmontC,fan,86.8333333333
1384,ManuelMasiasO,RicardoBelmontC,fan,57.6333333333
1385,Cristia55461875,RicardoBelmontC,fan,0.5
1386,rzaconz,RicardoBelmontC,fan,112.633333333
1387,Cotejando1,RicardoBelmontC,fan,2.83333333333
1388,ugosanch,RicardoBelmontC,fan,83.2666666667
1389,Zadrognan,RicardoBelmontC,fan,28.5
1390,viyumaria,RicardoBelmontC,fan,85.1333333333
1391,prime301,RicardoBelmontC,fan,114.733333333
1392,jos_ht2408,RicardoBelmontC,fan,8.66666666667
1393,saradomecq,RicardoBelmontC,fan,85.9333333333
1394,sul_pin,RicardoBelmontC,fan,0.3
1395,zuleturismo1,RicardoBelmontC,fan,0.4
1396,CarmenMallma,RicardoBelmontC,fan,103.1
1397,MiltonCabrejos,RicardoBelmontC,fan,4.03333333333
1398,l3ocroxxx,RicardoBelmontC,fan,65.7
1399,2014Robertcm,RicardoBelmontC,fan,2.66666666667
1400,FLavado1953,RicardoBelmontC,fan,61.3666666667
1401,sulkyelbravo,RicardoBelmontC,fan,61.4666666667
1402,ivanpad72872779,RicardoBelmontC,fan,62.7
1403,JorgeQuisp1,RicardoBelmontC,fan,0.2
1404,vera_menacho,RicardoBelmontC,fan,0.266666666667
1405,Belleza28399131,RicardoBelmontC,fan,0.3
1406,almeida_jhonny,RicardoBelmontC,fan,100.8
1407,patriciazfn906,RicardoBelmontC,fan,35.9
1408,SamuelGermany,RicardoBelmontC,fan,89.3
1409,juanaliharri,RicardoBelmontC,fan,21.9666666667
1410,SueBv30,RicardoBelmontC,fan,24.3
1411,SilviaSoto12,RicardoBelmontC,fan,79.9666666667
1412,drbermarx,RicardoBelmontC,fan,90.2666666667
1413,MARIZELVICTORIA,RicardoBelmontC,fan,99.2333333333
1414,MiguelLoayza16,RicardoBelmontC,fan,5.23333333333
1415,Ambard57206300,RicardoBelmontC,fan,0.4
1416,Citiursula,RicardoBelmontC,fan,109.966666667
1417,SoniaGarcia4,RicardoBelmontC,fan,73.5666666667
1418,HubertJulian2,RicardoBelmontC,fan,10.0
1419,infinit20279814,RicardoBelmontC,fan,0.766666666667
1420,chanchalon,RicardoBelmontC,fan,35.9666666667
1421,PsCarlosLinares,RicardoBelmontC,fan,47.6666666667
1422,HuguitoDPF139,RicardoBelmontC,fan,60.0333333333
1423,ehuerta0920,RicardoBelmontC,fan,0.433333333333
1424,JorgeYupan,RicardoBelmontC,fan,60.3333333333
1425,DrHectort,RicardoBelmontC,fan,66.0333333333
1426,cromaynap,RicardoBelmontC,fan,86.4
1427,alphaville40,RicardoBelmontC,fan,21.6666666667
1428,RossanaUrrutiaO,RicardoBelmontC,fan,34.3333333333
1429,kattycrm,RicardoBelmontC,fan,5.63333333333
1430,liiii_liiii,RicardoBelmontC,fan,63.6333333333
1431,1Robertofreyre,RicardoBelmontC,fan,26.4666666667
1432,CCrucinta,RicardoBelmontC,fan,0.533333333333
1433,WilberNice,RicardoBelmontC,fan,50.3333333333
1434,SJeiber,RicardoBelmontC,fan,0.366666666667
1435,sindycarrascos,RicardoBelmontC,fan,57.4
1436,rvcesar07,RicardoBelmontC,fan,63.1333333333
1437,JorgeLu64016312,RicardoBelmontC,fan,24.1333333333
1438,agu60,RicardoBelmontC,fan,24.0
1439,bramdoro99,RicardoBelmontC,fan,1.23333333333
1440,Jacky23183069,RicardoBelmontC,fan,17.9333333333
1441,F_E_Rivas,RicardoBelmontC,fan,40.1666666667
1442,jorgelu72443428,RicardoBelmontC,fan,58.6333333333
1443,renatocanepa,RicardoBelmontC,fan,65.7666666667
1444,thiago111613,RicardoBelmontC,fan,22.0666666667
1445,Cristianceto10,RicardoBelmontC,fan,5.03333333333
1446,naufragioperu,RicardoBelmontC,fan,25.5333333333
1447,danisuigeneris3,RicardoBelmontC,fan,96.5
1448,RicardoAmorinO,RicardoBelmontC,fan,88.1666666667
1449,f9983ccac21a44c,RicardoBelmontC,fan,47.6
1450,Ricardo1618201,RicardoBelmontC,fan,0.933333333333
1451,ivancarlo10,RicardoBelmontC,fan,48.5
1452,EugenCA,RicardoBelmontC,fan,96.1666666667
1453,CharEJC,RicardoBelmontC,fan,89.7666666667
1454,mmezanieto,RicardoBelmontC,fan,108.833333333
1455,Michael_Fat,RicardoBelmontC,fan,106.066666667
1456,elsilenciogrito,RicardoBelmontC,fan,59.0
1457,AmatiamoEliana,RicardoBelmontC,fan,58.1666666667
1458,joseph24steven,RicardoBelmontC,fan,46.6666666667
1459,luchomec,RicardoBelmontC,fan,100.7
1460,tomacitos74,RicardoBelmontC,fan,45.4666666667
1461,CumMeis,RicardoBelmontC,fan,64.7
1462,EnriqueChoqueh2,RicardoBelmontC,fan,0.1
1463,Yanet53780100,RicardoBelmontC,fan,0.266666666667
1464,AngelSanchez100,RicardoBelmontC,fan,58.1666666667
1465,vivorash,RicardoBelmontC,fan,19.6
1466,chuquisito4,RicardoBelmontC,fan,34.5
1467,nitita0403,RicardoBelmontC,fan,47.5333333333
1468,BilCardenas,RicardoBelmontC,fan,88.5666666667
1469,RobertoVS13,RicardoBelmontC,fan,1.33333333333
1470,JesusNexar,RicardoBelmontC,fan,47.9333333333
1471,marcocaparo,RicardoBelmontC,fan,69.1666666667
1472,Meche_AS,RicardoBelmontC,fan,64.4333333333
1473,watussy,RicardoBelmontC,fan,114.633333333
1474,lmchavezyec,RicardoBelmontC,fan,34.1333333333
1475,12Amauta,RicardoBelmontC,fan,61.6
1476,acugalvez,RicardoBelmontC,fan,40.1666666667
1477,YapaKhuyay,RicardoBelmontC,fan,16.6333333333
1478,fillepurpura,RicardoBelmontC,fan,11.3
1479,RollyUrbina,RicardoBelmontC,fan,24.1
1480,LuisAlb44131084,RicardoBelmontC,fan,1.4
1481,Armando35236560,RicardoBelmontC,fan,0.833333333333
1482,SilviaL41832421,RicardoBelmontC,fan,11.5666666667
1483,virgi_500,RicardoBelmontC,fan,32.4333333333
1484,josefo0007,RicardoBelmontC,fan,60.3666666667
1485,TonyMan21069547,RicardoBelmontC,fan,3.93333333333
1486,Karen65821470,RicardoBelmontC,fan,3.16666666667
1487,SapaInka,RicardoBelmontC,fan,101.9
1488,Rafaelv66183912,RicardoBelmontC,fan,0.433333333333
1489,Luchotoribio,RicardoBelmontC,fan,92.5666666667
1490,Pilar532Chv,RicardoBelmontC,fan,37.7333333333
1491,PalominoSua,RicardoBelmontC,fan,58.5333333333
1492,mendiguripared1,RicardoBelmontC,fan,17.1
1493,vsantibanez4030,RicardoBelmontC,fan,100.266666667
1494,R99pc,RicardoBelmontC,fan,65.7
1495,willy750729,RicardoBelmontC,fan,107.233333333
1496,jose_zegarra72,RicardoBelmontC,fan,44.2
1497,jostivo,RicardoBelmontC,fan,101.466666667
1498,sagitario_ym,RicardoBelmontC,fan,5.46666666667
1499,JL_Wittgenstein,RicardoBelmontC,fan,30.3
1500,ChavezPolitikha,RicardoBelmontC,fan,77.7
1501,ruiz_jacobo,RicardoBelmontC,fan,80.8333333333
1502,_solcito____,RicardoBelmontC,fan,96.6333333333
1503,floc57,RicardoBelmontC,fan,41.3333333333
1504,atauje_p,RicardoBelmontC,fan,4.2
1505,giancito2615,RicardoBelmontC,fan,50.3
1506,josereypymes,RicardoBelmontC,fan,65.2
1507,lucrecolmenares,RicardoBelmontC,fan,22.4333333333
1508,erikayuli2803,RicardoBelmontC,fan,21.9
1509,Havelain,RicardoBelmontC,fan,88.1333333333
1510,chavezbedoya,RicardoBelmontC,fan,113.333333333
1511,lourdes_pache,RicardoBelmontC,fan,62.6
1512,ghualpa22,RicardoBelmontC,fan,41.5333333333
1513,alucia_uc,RicardoBelmontC,fan,104.566666667
1514,richirey0313,RicardoBelmontC,fan,32.9
1515,cajoquispeflor1,RicardoBelmontC,fan,0.1
1516,casandovalMBA,RicardoBelmontC,fan,116.7
1517,JVelasquezJ,RicardoBelmontC,fan,96.6333333333
1518,RobbyRalston,RicardoBelmontC,fan,99.8
1519,ngicienta,RicardoBelmontC,fan,102.533333333
1520,Alejitozr,RicardoBelmontC,fan,48.4666666667
1521,tribunaltele,RicardoBelmontC,fan,63.9666666667
1522,JavierG18820253,RicardoBelmontC,fan,0.9
1523,marisolitaria1,RicardoBelmontC,fan,100.266666667
1524,SangaMarlon,RicardoBelmontC,fan,10.2333333333
1525,Rosario_Sasieta,RicardoBelmontC,fan,113.466666667
1526,dolu26,RicardoBelmontC,fan,70.6333333333
1527,roheari7,RicardoBelmontC,fan,102.766666667
1528,renato_ojeda,RicardoBelmontC,fan,94.6
1529,JulioCaceres6,RicardoBelmontC,fan,56.6
1530,alexialeons,RicardoBelmontC,fan,95.1
1531,LuisSaa66011368,RicardoBelmontC,fan,0.2
1532,CharlyCondori,RicardoBelmontC,fan,90.6
1533,MiltonTazaD,RicardoBelmontC,fan,3.9
1534,Jubner1,RicardoBelmontC,fan,0.1
1535,percy3105,RicardoBelmontC,fan,88.0666666667
1536,jeanpierremeri,RicardoBelmontC,fan,84.0666666667
1537,Mikyzampras1,RicardoBelmontC,fan,1.83333333333
1538,Blastoma28,RicardoBelmontC,fan,2.86666666667
1539,COLECTIVO_PSC,RicardoBelmontC,fan,5.5
1540,RosaOliviaMary1,RicardoBelmontC,fan,28.8333333333
1541,jm_bedregal,RicardoBelmontC,fan,102.866666667
1542,markborquez1,RicardoBelmontC,fan,58.0
1543,LuisParedes234,RicardoBelmontC,fan,8.63333333333
1544,RinaSilvana7,RicardoBelmontC,fan,14.3
1545,LaVinhia2,RicardoBelmontC,fan,94.9666666667
1546,josmyjos,RicardoBelmontC,fan,84.7666666667
1547,BateronF,RicardoBelmontC,fan,1.8
1548,XIODEW,RicardoBelmontC,fan,112.433333333
1549,KeylaCastillo96,RicardoBelmontC,fan,97.2
1550,urielcalle,RicardoBelmontC,fan,65.4333333333
1551,mitzy3000,RicardoBelmontC,fan,59.0666666667
1552,MariaYsabel_,RicardoBelmontC,fan,11.2
1553,CHRamosEF,RicardoBelmontC,fan,13.1666666667
1554,JulianM09151571,RicardoBelmontC,fan,5.83333333333
1555,LuisAlb49660722,RicardoBelmontC,fan,5.56666666667
1556,colectivisoul,RicardoBelmontC,fan,68.0
1557,brunopadilla3,RicardoBelmontC,fan,65.6666666667
1558,CarlosAcuaGarc4,RicardoBelmontC,fan,8.36666666667
1559,EdhuGomez,RicardoBelmontC,fan,68.3
1560,Gastelo77,RicardoBelmontC,fan,64.8666666667
1561,esteffany_EMC,RicardoBelmontC,fan,65.6666666667
1562,alexc1216,RicardoBelmontC,fan,18.1333333333
1563,peruangel72,RicardoBelmontC,fan,32.4
1564,MarianacrespoE,RicardoBelmontC,fan,100.566666667
1565,nataly21550100,RicardoBelmontC,fan,3.06666666667
1566,ErickBengoa,RicardoBelmontC,fan,59.5333333333
1567,MrAlucardog,RicardoBelmontC,fan,111.733333333
1568,gonden0123,RicardoBelmontC,fan,46.4
1569,kevin_es_,RicardoBelmontC,fan,99.3
1570,ROSAPALOMINO3,RicardoBelmontC,fan,70.7
1571,JOSEJose6640,RicardoBelmontC,fan,65.8
1572,juanjoseclx,RicardoBelmontC,fan,74.4333333333
1573,cthulhuteodia,RicardoBelmontC,fan,41.5
1574,fmorenosc,RicardoBelmontC,fan,48.6333333333
1575,Jessica77382255,RicardoBelmontC,fan,1.93333333333
1576,dafrank14,RicardoBelmontC,fan,28.3333333333
1577,JoelUlises97,RicardoBelmontC,fan,43.9666666667
1578,MeryPonte,RicardoBelmontC,fan,49.0333333333
1579,joseluisculey,RicardoBelmontC,fan,88.0333333333
1580,Gioviaire,RicardoBelmontC,fan,11.7
1581,GizzGronerth,RicardoBelmontC,fan,86.9333333333
1582,FaustoDvila1,RicardoBelmontC,fan,12.5666666667
1583,JoseSanchezJul1,RicardoBelmontC,fan,0.1
1584,desaprobado,RicardoBelmontC,fan,112.7
1585,mikbenti,RicardoBelmontC,fan,112.6
1586,diestra77,RicardoBelmontC,fan,94.3666666667
1587,Alfredoalmorac9,RicardoBelmontC,fan,0.3
1588,edu1vm,RicardoBelmontC,fan,96.9333333333
1589,LeticiaRivaden1,RicardoBelmontC,fan,34.1666666667
1590,LeticiaRivaden2,RicardoBelmontC,fan,33.4
1591,veronova2021,RicardoBelmontC,fan,27.1666666667
1592,jucariga96,RicardoBelmontC,fan,0.466666666667
1593,marlonai2010,RicardoBelmontC,fan,95.4
1594,GinFlores7,RicardoBelmontC,fan,27.0333333333
1595,RogerGUILLERM15,RicardoBelmontC,fan,11.5
1596,Accopaosorio,RicardoBelmontC,fan,58.4
1597,RamirezGok,RicardoBelmontC,fan,73.4666666667
1598,ELFREDY3,RicardoBelmontC,fan,78.1666666667
1599,BelisarioBerna2,RicardoBelmontC,fan,62.6
1600,gordel71,RicardoBelmontC,fan,65.3333333333
1601,elarabe2015,RicardoBelmontC,fan,49.7333333333
1602,N0sejugar,RicardoBelmontC,fan,101.133333333
1603,Kikecapa,RicardoBelmontC,fan,94.7666666667
1604,sivperu,RicardoBelmontC,fan,74.2666666667
1605,lissetfarias,RicardoBelmontC,fan,52.6333333333
1606,rosercita,RicardoBelmontC,fan,87.8666666667
1607,frank21295523,RicardoBelmontC,fan,1.4
1608,jncheca,RicardoBelmontC,fan,55.8333333333
1609,BillyJhoelPrez2,RicardoBelmontC,fan,11.3666666667
1610,MariarosaNava10,RicardoBelmontC,fan,31.9666666667
1611,FARIFLO,RicardoBelmontC,fan,101.366666667
1612,RoshiVelaochaga,RicardoBelmontC,fan,50.4666666667
1613,gladys96541360,RicardoBelmontC,fan,0.466666666667
1614,jorgdelgado,RicardoBelmontC,fan,111.833333333
1615,Migueln08608987,RicardoBelmontC,fan,4.56666666667
1616,2004Sinbandera,RicardoBelmontC,fan,41.2
1617,Jemisad,RicardoBelmontC,fan,98.6666666667
1618,Alexisguillen26,RicardoBelmontC,fan,2.5
1619,pedro07149072,RicardoBelmontC,fan,0.833333333333
1620,felmartm34,RicardoBelmontC,fan,59.3333333333
1621,Jeamarco2910,RicardoBelmontC,fan,23.1666666667
1622,Oscarreyes_87,RicardoBelmontC,fan,15.1666666667
1623,ElTavoAlex,RicardoBelmontC,fan,69.5666666667
1624,TheDueHavok,RicardoBelmontC,fan,16.6
1625,RRYL13,RicardoBelmontC,fan,13.3
1626,fefer_007,RicardoBelmontC,fan,36.9333333333
1627,ClaudioVargasTV,RicardoBelmontC,fan,58.0666666667
1628,carlosguretab,RicardoBelmontC,fan,73.5666666667
